aX,aY,aZ,gX,gY,gZ
0.111,1.117,-0.507,22.278,142.273,22.888
0.078,1.093,-0.608,13.733,133.606,16.357
0.067,1.078,-0.697,6.531,126.526,10.071
0.068,1.056,-0.742,-2.014,119.873,-1.770
0.084,1.016,-0.690,-4.944,118.103,-7.263
0.099,0.998,-0.621,-12.939,111.633,-16.174
0.133,0.982,-0.465,-18.555,105.591,-19.653
0.136,0.986,-0.419,-24.841,97.595,-22.339
0.120,0.994,-0.419,-37.048,79.102,-24.902
0.074,1.007,-0.505,-42.053,71.533,-24.719
0.066,1.004,-0.536,-47.913,62.988,-22.583
0.074,0.967,-0.546,-47.119,61.035,-21.545
0.069,0.950,-0.533,-36.011,58.167,-21.362
0.056,0.948,-0.494,-27.588,56.213,-21.729
0.057,0.953,-0.478,-19.531,53.589,-21.790
0.058,0.957,-0.463,-8.301,47.485,-20.081
0.053,0.976,-0.427,-5.432,44.189,-18.494
0.043,0.993,-0.415,-3.296,36.499,-14.343
0.022,1.023,-0.413,-2.686,32.593,-11.902
0.009,1.033,-0.419,-0.305,25.940,-7.019
-0.002,1.033,-0.409,1.221,23.254,-4.883
-0.006,1.019,-0.391,2.563,20.752,-2.991
-0.011,0.992,-0.370,3.967,15.503,-1.831
-0.020,0.936,-0.331,4.395,12.451,-3.296
-0.028,0.921,-0.315,5.676,5.493,-9.338
-0.032,0.908,-0.310,6.653,1.953,-13.000
-0.031,0.905,-0.315,7.568,-1.404,-16.479
-0.028,0.899,-0.317,8.362,-6.714,-22.217
-0.015,0.896,-0.297,8.423,-9.094,-24.353
-0.004,0.904,-0.281,9.155,-14.038,-26.611
0.042,0.929,-0.249,10.132,-16.602,-26.428
0.054,0.947,-0.232,13.000,-22.217,-22.949
0.078,0.947,-0.218,14.648,-25.269,-19.958
0.086,0.946,-0.224,18.372,-30.273,-13.367
0.063,0.945,-0.245,20.569,-31.982,-10.071
0.073,0.921,-0.261,23.499,-32.959,-7.263
0.092,0.900,-0.271,32.104,-32.654,-4.211
0.091,0.906,-0.261,35.828,-31.616,-3.174
0.081,0.912,-0.252,37.781,-29.541,-0.122
0.109,0.896,-0.241,36.560,-28.564,1.465
0.119,0.895,-0.231,34.180,-27.527,2.930
0.108,0.905,-0.220,25.391,-25.452,5.737
0.091,0.925,-0.222,19.897,-24.536,7.141
0.102,0.927,-0.231,12.268,-21.606,8.850
0.097,0.964,-0.219,10.559,-19.836,9.094
0.080,0.988,-0.205,8.911,-17.212,9.705
0.065,0.993,-0.195,9.155,-16.296,9.766
0.061,0.992,-0.188,10.620,-15.503,9.155
0.049,1.003,-0.174,15.198,-14.465,7.263
0.042,1.021,-0.150,17.273,-14.282,6.775
0.054,1.019,-0.141,20.325,-14.221,6.409
0.046,1.015,-0.121,20.813,-14.221,6.409
0.035,1.012,-0.115,20.508,-14.343,6.470
0.039,1.001,-0.114,19.958,-14.587,5.920
0.059,0.979,-0.104,20.325,-14.404,5.127
0.054,0.975,-0.093,19.714,-14.221,3.296
0.053,0.962,-0.089,18.372,-14.282,2.380
0.067,0.955,-0.090,16.846,-14.160,1.465
0.075,0.953,-0.087,13.916,-13.245,-0.122
0.063,0.954,-0.082,12.085,-12.817,-0.549
0.064,0.955,-0.088,8.484,-11.963,-0.610
0.087,0.965,-0.090,6.897,-11.169,-0.427
0.083,0.968,-0.086,2.686,-9.277,0.854
0.072,0.966,-0.084,0.610,-8.545,1.648
0.076,0.965,-0.084,-0.549,-7.874,2.258
0.081,0.967,-0.080,-0.122,-6.592,3.052
0.070,0.974,-0.076,0.916,-6.226,3.296
-0.747,1.340,-0.660,122.864,125.610,32.166
-0.823,1.392,-0.703,116.760,111.572,48.889
-1.015,1.557,-0.678,108.032,100.098,57.800
-1.155,1.658,-0.654,72.266,64.087,81.055
-1.455,1.796,-0.629,48.096,40.527,95.886
-1.521,1.743,-0.582,21.729,14.038,111.816
-1.459,1.600,-0.461,-39.185,-52.429,137.573
-1.213,1.303,-0.184,-76.294,-96.802,144.714
-1.189,1.233,-0.106,-143.677,-208.313,153.076
-1.125,1.375,0.100,-159.058,-272.705,158.813
-1.080,1.491,0.191,-158.325,-341.492,169.312
-1.003,1.579,0.255,-118.286,-485.290,204.041
-0.901,1.659,0.366,-89.905,-555.542,224.182
-0.948,1.567,0.372,-49.866,-683.716,257.568
-1.134,1.257,0.322,-38.635,-739.502,264.954
-1.261,1.167,0.262,-17.273,-834.900,258.545
-1.591,1.160,0.128,-4.395,-875.793,248.230
-1.790,1.190,0.082,10.620,-913.330,234.985
-2.060,1.227,-0.024,58.350,-979.980,196.594
-3.011,1.338,-0.663,99.060,-1007.446,169.067
-3.579,1.415,-1.150,217.773,-1035.950,94.727
-3.937,1.494,-1.934,284.607,-1028.320,50.476
-3.564,1.353,-2.069,344.665,-1001.831,4.700
-2.529,1.013,-1.759,410.278,-898.621,-83.374
-2.160,0.956,-1.473,402.283,-833.130,-119.568
-1.951,0.918,-1.219,307.556,-701.843,-157.532
-1.693,0.748,-0.788,242.676,-639.832,-158.875
-1.477,0.655,-0.612,139.465,-520.081,-142.151
-1.233,0.542,-0.386,117.493,-458.923,-131.714
-1.239,0.484,-0.252,118.347,-397.339,-124.023
-1.175,0.394,0.081,159.424,-281.738,-118.408
-1.118,0.344,0.229,180.176,-231.018,-117.126
-1.057,0.280,0.327,199.036,-145.508,-112.305
-0.953,0.187,0.412,195.557,-108.398,-108.459
-0.896,0.149,0.443,163.635,-41.138,-96.497
-0.729,0.091,0.522,139.954,-10.986,-88.989
-0.634,0.113,0.532,116.455,16.357,-81.360
-0.550,0.144,0.522,82.397,63.538,-66.650
-0.427,0.196,0.499,72.998,84.412,-59.753
-0.371,0.228,0.493,61.401,120.911,-45.349
-0.240,0.272,0.517,55.969,136.292,-37.170
-0.196,0.273,0.522,42.542,160.706,-20.447
-0.156,0.288,0.504,34.729,170.227,-12.817
-0.133,0.307,0.506,25.879,178.223,-5.615
-0.102,0.330,0.508,5.432,189.270,7.751
-0.012,0.405,0.471,-4.272,192.993,14.160
0.026,0.442,0.449,-16.296,199.646,26.489
0.065,0.470,0.416,-18.127,202.820,31.982
0.098,0.486,0.391,-18.127,205.994,36.804
0.149,0.535,0.354,-14.343,214.355,45.837
0.220,0.640,0.288,-10.864,219.727,51.331
0.226,0.663,0.265,0.488,230.713,62.500
0.191,0.691,0.190,8.484,235.596,67.139
0.195,0.721,0.158,17.151,240.479,71.106
0.222,0.753,0.160,31.006,249.023,78.491
0.302,0.822,0.121,35.156,252.075,81.909
0.314,0.850,0.061,42.664,259.155,87.463
0.250,0.881,0.011,46.448,263.428,89.294
0.209,0.905,0.029,49.011,266.846,90.515
0.178,0.928,0.072,49.561,266.968,91.675
0.150,0.963,0.095,48.889,262.756,91.187
0.155,0.972,0.052,48.401,256.958,89.661
0.169,0.988,0.015,44.617,246.338,84.534
0.197,1.082,-0.038,39.368,242.310,81.665
0.192,1.166,-0.092,31.494,237.244,78.247
0.243,1.313,-0.267,36.072,236.694,78.552
0.285,1.336,-0.344,48.157,237.427,80.078
0.298,1.324,-0.380,79.773,240.417,85.510
0.287,1.277,-0.379,89.478,240.662,88.684
0.282,1.257,-0.389,91.675,236.633,93.689
0.241,1.213,-0.422,87.952,232.605,93.994
0.234,1.188,-0.473,82.397,221.619,87.830
0.222,1.163,-0.537,83.191,216.248,81.360
0.181,1.125,-0.617,85.449,211.487,73.547
0.184,1.116,-0.607,83.862,202.820,57.007
0.204,1.129,-0.592,76.843,198.181,49.683
0.211,1.153,-0.621,54.443,189.453,38.513
0.215,1.176,-0.685,42.542,186.829,34.668
0.230,1.184,-0.770,31.433,185.486,31.555
0.236,1.171,-0.750,11.414,180.908,25.574
0.209,1.135,-0.668,2.563,175.781,21.790
0.190,1.153,-0.641,-11.597,160.217,13.062
0.177,1.231,-0.693,-16.479,151.978,9.521
0.193,1.268,-0.728,-19.897,144.958,7.019
0.212,1.268,-0.739,-23.437,134.949,4.944
0.210,1.186,-0.672,-23.987,130.066,3.784
0.189,1.128,-0.622,-22.888,116.455,-1.404
0.157,1.042,-0.560,-21.057,107.788,-5.188
0.161,1.020,-0.539,-18.433,98.816,-9.033
0.169,1.013,-0.515,-11.597,81.787,-14.160
0.192,1.026,-0.455,-6.958,73.914,-14.648
0.202,1.016,-0.425,8.362,58.472,-13.062
0.199,1.005,-0.390,18.066,50.598,-11.719
0.199,0.996,-0.397,27.222,42.908,-9.949
0.189,0.971,-0.412,41.565,30.884,-6.714
0.158,0.906,-0.419,46.326,26.733,-6.226
0.145,0.885,-0.403,47.668,20.569,-8.057
0.124,0.882,-0.358,42.908,17.700,-9.644
0.130,0.893,-0.343,26.611,12.390,-12.085
0.140,0.963,-0.319,18.311,10.254,-12.146
0.146,1.012,-0.299,11.292,8.301,-10.803
0.148,1.047,-0.278,2.747,4.517,-4.517
0.111,1.038,-0.245,1.221,2.747,-1.221
0.084,1.013,-0.231,2.502,0.244,1.892
0.066,0.959,-0.196,4.700,-0.610,1.282
0.056,0.940,-0.176,7.202,-1.526,-0.488
0.040,0.928,-0.160,10.620,-4.333,-6.592
0.030,0.935,-0.146,11.414,-6.165,-10.132
0.036,0.952,-0.141,12.329,-9.338,-15.930
0.056,0.988,-0.130,13.000,-10.437,-17.517
0.047,1.006,-0.122,13.977,-11.353,-18.066
0.049,1.009,-0.120,18.433,-12.451,-17.151
0.087,0.986,-0.109,22.034,-12.390,-16.357
0.092,0.992,-0.100,26.123,-11.841,-13.550
0.083,0.992,-0.079,24.902,-11.841,-11.292
0.091,0.962,-0.081,20.386,-12.024,-8.545
0.100,0.918,-0.080,18.616,-11.902,-8.728
0.097,0.925,-0.082,16.235,-11.719,-9.094
0.094,0.950,-0.086,8.362,-10.925,-7.751
0.122,0.958,-0.095,4.517,-10.254,-6.104
0.133,0.940,-0.100,1.221,-8.301,-3.845
0.125,0.917,-0.099,0.549,-7.202,-3.235
0.114,0.926,-0.098,-0.793,-6.165,-2.502
0.101,0.945,-0.099,-4.944,-4.395,1.099
0.105,0.948,-0.107,-6.226,-3.296,3.357
0.105,0.940,-0.105,-5.981,-0.977,6.653
0.097,0.931,-0.092,-6.165,-0.061,7.812
0.092,0.945,-0.084,-9.033,0.549,10.925
0.084,0.986,-0.076,-10.681,0.366,13.000
0.092,0.986,-0.084,-10.925,0.061,14.648
0.093,0.986,-0.087,-5.554,-0.122,14.587
0.088,1.007,-0.076,-2.197,-0.366,13.611
0.088,1.006,-0.075,0.916,-1.587,11.292
0.097,0.999,-0.083,1.221,-2.319,9.705
0.107,1.001,-0.083,1.038,-2.991,8.118
0.107,1.004,-0.081,-1.160,-4.211,5.615
0.105,0.994,-0.101,-2.258,-4.639,4.456
0.108,0.997,-0.111,-2.014,-3.967,1.343
0.113,0.999,-0.092,-2.197,-3.479,-0.061
0.109,0.995,-0.085,-5.066,-3.418,-2.075
0.114,0.999,-0.095,-5.554,-3.357,-2.869
0.117,1.006,-0.094,-4.578,-3.052,-3.601
0.113,1.003,-0.085,-2.014,-2.502,-4.456
0.099,0.969,-0.071,-2.258,-2.625,-4.822
0.095,0.952,-0.072,-4.211,-2.869,-5.371
0.092,0.932,-0.089,-4.211,-2.625,-5.615
0.090,0.938,-0.091,-2.441,-1.526,-5.371
0.088,0.954,-0.077,-2.075,-1.160,-4.150
0.087,0.949,-0.075,-2.258,-0.916,-2.319
0.093,0.938,-0.077,-1.770,-0.549,1.953
-0.700,1.846,-0.776,22.400,84.351,-8.606
-0.835,2.020,-0.724,101.379,64.758,22.827
-1.046,1.938,-0.752,143.799,48.401,44.800
-1.086,1.793,-0.785,163.513,0.122,82.947
-1.082,1.524,-0.716,133.423,-30.701,96.497
-1.057,1.487,-0.636,75.989,-66.833,107.666
-1.063,1.518,-0.607,-90.088,-155.029,131.897
-1.231,1.736,-0.637,-166.321,-203.613,148.193
-1.385,1.895,-0.557,-246.277,-305.115,195.496
-1.528,2.045,-0.174,-245.239,-358.826,225.281
-1.486,1.946,0.052,-198.853,-472.046,281.738
-1.558,1.665,0.387,-179.993,-531.189,302.246
-1.763,1.587,0.434,-169.983,-588.745,315.918
-1.980,1.530,0.456,-159.607,-685.425,325.012
-2.142,1.465,0.605,-154.602,-722.961,324.036
-2.131,1.452,0.682,-147.339,-783.935,324.463
-2.254,1.450,0.687,-145.569,-809.875,328.979
-2.548,1.527,0.643,-145.264,-834.228,337.097
-2.968,1.638,0.462,-137.207,-876.465,362.671
-3.602,1.606,-0.315,-112.183,-887.634,375.000
-3.803,1.457,-0.669,1.587,-882.812,372.253
-3.438,1.006,-1.129,73.425,-867.310,348.755
-2.784,0.788,-1.278,212.280,-796.265,250.793
-2.155,0.487,-1.142,277.588,-741.638,186.523
-2.129,0.483,-0.866,343.323,-682.739,119.995
-1.980,0.719,-0.557,463.013,-572.327,3.845
-1.609,0.951,-0.233,493.469,-521.240,-32.959
-1.491,0.785,-0.192,467.468,-418.762,-70.618
-1.160,0.365,-0.084,413.574,-365.417,-78.125
-0.998,0.228,-0.057,264.771,-253.906,-77.271
-0.839,0.038,0.105,194.519,-198.242,-73.425
-0.807,0.014,0.237,137.878,-146.301,-70.740
-0.775,0.021,0.346,71.045,-59.937,-71.533
-0.685,0.077,0.470,58.716,-25.085,-74.463
-0.627,0.129,0.490,57.983,31.860,-81.055
-0.507,0.194,0.472,60.059,55.420,-82.825
-0.453,0.201,0.450,58.899,76.477,-83.374
-0.353,0.255,0.432,39.307,112.610,-81.543
-0.308,0.305,0.423,20.142,127.686,-78.796
-0.271,0.369,0.401,-28.687,152.161,-70.618
-0.187,0.540,0.337,-52.124,162.354,-66.040
-0.131,0.591,0.318,-82.886,179.260,-58.838
-0.035,0.599,0.293,-86.548,185.974,-57.983
-0.023,0.627,0.277,-82.397,191.589,-58.960
-0.004,0.676,0.279,-62.195,199.158,-61.340
0.045,0.749,0.277,-51.880,200.806,-61.157
0.077,0.750,0.216,-31.677,203.125,-59.082
0.171,0.762,0.049,-18.799,206.055,-57.678
0.199,0.777,0.024,-3.906,210.205,-55.420
0.196,0.792,0.051,25.879,215.698,-47.852
0.159,0.808,0.045,37.964,215.210,-42.603
0.187,0.815,-0.016,56.335,212.769,-30.640
0.288,0.835,-0.105,64.575,212.158,-24.292
0.324,0.822,-0.138,83.496,210.754,-13.000
0.375,0.794,-0.167,94.177,209.534,-8.545
0.386,0.813,-0.178,103.516,207.886,-4.211
0.400,0.820,-0.202,113.281,203.186,5.676
0.346,0.810,-0.283,113.953,200.439,9.888
0.312,0.835,-0.307,108.826,194.885,15.991
0.335,0.890,-0.295,104.004,191.528,18.677
0.355,0.893,-0.296,98.938,187.622,21.240
0.367,0.893,-0.298,89.905,179.810,24.719
0.358,0.970,-0.338,85.999,176.208,25.879
0.340,1.034,-0.427,86.670,172.791,29.358
0.349,1.069,-0.639,95.886,175.232,30.884
0.361,1.066,-0.661,110.107,180.176,31.555
0.374,1.046,-0.631,131.897,190.186,31.860
0.368,0.998,-0.465,130.554,192.200,31.860
0.331,1.007,-0.411,106.323,187.805,31.372
0.273,1.059,-0.517,92.896,183.716,30.212
0.266,1.079,-0.628,84.473,180.969,27.832
0.237,1.070,-0.726,85.327,182.007,18.738
0.187,1.068,-0.730,88.867,184.326,12.878
0.198,1.097,-0.639,82.581,183.044,4.333
0.223,1.179,-0.484,73.303,177.246,2.502
0.212,1.208,-0.498,64.148,168.579,1.831
0.193,1.215,-0.558,55.298,151.062,1.099
0.169,1.177,-0.694,56.396,145.203,-0.427
0.165,1.155,-0.704,63.110,138.000,-6.104
0.179,1.132,-0.601,65.613,133.423,-8.911
0.188,1.121,-0.557,66.711,126.892,-10.864
0.185,1.106,-0.557,66.162,109.924,-12.573
0.174,1.057,-0.606,65.186,102.234,-12.939
0.172,1.032,-0.616,60.364,91.003,-13.367
0.175,0.978,-0.568,55.298,86.792,-13.184
0.184,0.952,-0.517,39.368,77.881,-12.268
0.181,0.942,-0.442,28.992,72.266,-11.353
0.164,0.949,-0.463,18.005,66.406,-9.888
0.155,0.951,-0.515,-0.854,58.167,-6.531
0.144,0.929,-0.569,-7.446,57.129,-5.188
0.135,0.917,-0.550,-16.541,57.495,-4.578
0.134,0.919,-0.467,-19.531,56.885,-5.371
0.147,0.932,-0.428,-21.240,54.993,-6.348
0.162,0.954,-0.395,-18.921,47.913,-7.263
0.179,1.009,-0.361,-15.259,43.457,-6.348
0.179,1.029,-0.362,-6.592,35.034,-2.014
0.161,1.053,-0.376,-2.441,31.677,0.671
0.151,1.057,-0.394,5.981,27.466,5.249
0.132,1.030,-0.424,11.108,26.794,6.592
0.128,1.002,-0.423,16.479,26.855,7.141
0.131,0.967,-0.411,22.522,27.588,5.737
0.146,0.920,-0.367,21.240,27.344,3.662
0.149,0.919,-0.346,10.498,24.719,-1.404
0.190,0.932,-0.318,3.601,22.583,-3.540
0.208,0.949,-0.303,-2.747,20.386,-5.127
0.211,0.965,-0.291,-11.719,15.442,-6.348
0.181,0.972,-0.297,-13.611,12.817,-6.348
0.165,0.971,-0.303,-11.536,8.911,-6.531
0.168,0.956,-0.287,-8.118,7.507,-6.958
0.172,0.959,-0.268,-3.845,6.104,-7.446
0.181,0.961,-0.246,3.540,2.197,-7.690
0.198,0.951,-0.209,5.493,-0.427,-7.202
0.191,0.953,-0.196,6.714,-6.226,-5.432
0.183,0.945,-0.188,6.836,-9.155,-4.211
0.170,0.951,-0.189,7.874,-14.038,-1.892
0.141,1.004,-0.190,9.216,-15.808,-0.183
0.163,1.009,-0.188,11.780,-17.029,1.831
0.180,1.002,-0.185,20.935,-18.188,4.639
0.140,0.990,-0.188,26.184,-18.494,5.432
0.120,0.983,-0.187,34.424,-18.372,6.226
0.140,0.932,-0.179,37.354,-18.066,5.920
0.145,0.911,-0.168,39.490,-17.517,4.944
0.139,0.902,-0.151,39.001,-16.663,2.502
0.135,0.884,-0.130,36.255,-16.541,1.465
0.143,0.875,-0.128,28.564,-15.930,-0.549
0.135,0.890,-0.117,23.743,-15.198,-0.977
0.122,0.900,-0.113,18.005,-14.465,-0.854
0.120,0.906,-0.120,7.507,-12.634,0.366
0.136,0.930,-0.128,4.089,-11.169,1.282
0.131,0.940,-0.119,-0.671,-7.874,4.089
0.131,0.946,-0.102,-2.258,-6.409,5.676
0.140,0.950,-0.090,-3.113,-4.395,8.423
0.138,0.955,-0.072,-3.052,-4.089,9.644
0.135,0.955,-0.073,-2.991,-4.211,10.559
0.133,0.964,-0.076,-1.953,-4.578,11.475
0.123,0.992,-0.085,-1.221,-4.578,11.902
0.125,0.983,-0.092,0.977,-3.479,12.390
0.128,0.969,-0.091,2.625,-2.441,12.085
0.121,0.975,-0.082,3.784,-1.465,11.536
0.119,0.979,-0.078,4.150,-0.305,10.071
0.136,0.972,-0.082,4.639,0.122,8.911
0.141,0.977,-0.080,6.531,0.977,6.592
0.141,0.996,-0.066,6.165,1.221,6.165
0.135,0.991,-0.065,4.578,1.160,6.226
0.137,0.975,-0.077,2.136,1.160,5.615
0.136,0.965,-0.093,2.930,1.953,4.517
0.138,0.971,-0.093,4.822,4.028,3.052
0.135,0.985,-0.083,3.845,4.761,3.296
0.125,0.983,-0.087,-1.343,5.676,4.517
0.123,0.971,-0.103,-3.174,6.348,4.517
-0.814,2.148,-0.612,114.319,46.875,-6.165
-0.847,2.212,-0.579,286.316,36.560,33.752
-0.648,1.907,-0.538,327.881,25.085,60.242
-0.552,1.763,-0.406,324.280,7.263,84.778
-0.514,1.602,-0.246,214.111,-44.189,123.901
-0.905,1.326,-0.109,121.948,-74.890,136.169
-1.300,1.295,-0.207,-92.224,-134.827,145.996
-1.954,1.430,-0.228,-189.697,-162.659,147.949
-1.962,1.548,-0.037,-319.885,-233.154,162.170
-1.528,1.833,0.526,-345.215,-283.264,179.504
-1.497,1.926,0.668,-345.276,-343.750,203.613
-1.645,1.902,0.704,-284.729,-481.750,256.348
-2.000,1.590,0.791,-239.502,-552.612,274.109
-2.017,1.455,0.897,-170.959,-691.406,281.677
-1.737,1.389,1.011,-156.433,-755.981,276.733
-1.597,1.388,0.982,-153.809,-866.333,264.221
-1.629,1.378,0.676,-157.532,-911.072,259.155
-1.886,1.454,0.504,-158.142,-950.684,255.188
-2.375,1.682,0.291,-118.652,-1024.231,251.709
-3.738,2.185,-0.652,-59.753,-1056.335,251.404
-4.000,2.123,-1.311,138.733,-1083.496,227.600
-3.790,1.564,-1.965,244.934,-1070.740,193.604
-3.450,1.254,-1.937,398.499,-994.263,83.984
-2.282,0.906,-1.374,449.097,-936.462,15.930
-1.715,0.855,-1.206,482.849,-868.408,-51.575
-1.448,0.782,-1.061,467.102,-697.571,-147.095
-1.137,0.468,-0.503,400.085,-603.882,-163.574
-1.071,0.283,-0.295,198.975,-433.044,-148.743
-0.953,0.209,-0.100,118.896,-358.398,-134.460
-0.899,0.273,0.017,71.472,-226.624,-114.258
-0.852,0.279,0.305,89.355,-169.800,-108.582
-0.820,0.231,0.423,114.685,-119.446,-104.431
-0.777,0.174,0.486,147.949,-36.987,-96.313
-0.674,0.072,0.496,150.330,-2.930,-91.858
-0.607,0.047,0.493,127.686,55.054,-81.421
-0.472,0.025,0.487,104.492,79.468,-75.195
-0.398,0.034,0.487,45.105,119.873,-63.049
-0.261,0.148,0.466,17.212,135.925,-57.983
-0.217,0.225,0.445,-4.089,149.597,-53.467
-0.183,0.282,0.443,-23.804,170.593,-45.654
-0.098,0.346,0.458,-24.475,178.040,-42.480
-0.034,0.385,0.448,-14.465,188.721,-36.438
0.013,0.452,0.415,-6.958,192.810,-32.837
0.010,0.472,0.405,-0.610,196.228,-28.687
0.034,0.496,0.384,5.127,201.233,-19.348
0.152,0.593,0.309,5.676,203.430,-13.733
0.188,0.623,0.301,7.568,207.336,-0.916
0.170,0.622,0.266,10.193,208.008,4.700
0.158,0.640,0.215,14.099,208.313,9.338
0.173,0.669,0.159,24.536,210.632,17.883
0.273,0.702,0.062,31.006,213.196,22.400
0.303,0.688,0.050,47.241,218.811,30.762
0.319,0.675,0.067,55.542,220.154,34.180
0.314,0.703,0.074,62.256,219.971,37.476
0.296,0.742,0.057,68.298,216.980,45.715
0.316,0.802,-0.087,69.824,215.698,50.598
0.377,0.805,-0.172,78.308,217.163,59.937
0.392,0.788,-0.203,85.571,218.628,63.232
0.341,0.795,-0.167,93.262,218.567,65.430
0.289,0.823,-0.135,105.164,211.792,68.359
0.312,0.899,-0.219,109.253,206.604,70.129
0.387,0.907,-0.310,119.263,200.073,74.585
0.446,0.914,-0.381,124.817,198.975,76.538
0.388,0.915,-0.344,130.615,195.007,78.369
0.303,0.921,-0.281,128.662,189.697,77.698
0.232,0.986,-0.277,122.803,182.556,76.233
0.281,1.028,-0.367,105.286,170.654,72.449
0.361,1.085,-0.548,98.083,169.006,70.435
0.349,1.098,-0.552,92.041,171.326,65.369
0.259,1.111,-0.464,91.492,171.326,62.134
0.230,1.136,-0.455,89.722,169.434,58.533
0.235,1.172,-0.506,77.332,164.124,52.612
0.288,1.203,-0.697,69.702,164.551,50.354
0.291,1.201,-0.727,62.500,172.241,44.617
0.248,1.212,-0.608,62.256,175.659,40.649
0.218,1.239,-0.538,61.707,176.086,36.438
0.208,1.268,-0.550,55.969,169.189,29.785
0.248,1.268,-0.707,52.734,166.260,27.832
0.252,1.252,-0.720,48.340,164.673,24.292
0.214,1.200,-0.581,45.837,162.537,21.240
0.187,1.178,-0.504,42.847,157.349,16.663
0.158,1.189,-0.499,36.438,138.123,5.554
0.146,1.228,-0.667,34.119,128.601,1.526
0.169,1.214,-0.721,34.424,117.493,-2.319
0.201,1.151,-0.639,35.645,114.319,-2.869
0.212,1.120,-0.535,35.645,110.291,-2.808
0.224,1.101,-0.429,29.602,95.215,-0.732
0.225,1.109,-0.417,24.109,85.144,1.282
0.208,1.085,-0.505,13.367,70.435,5.554
0.171,1.009,-0.579,9.338,67.505,6.042
0.157,0.980,-0.551,6.226,65.613,5.066
0.152,0.957,-0.502,3.906,59.509,-0.610
0.174,0.933,-0.388,4.517,54.199,-4.150
0.181,0.947,-0.341,5.005,39.917,-9.155
0.161,1.008,-0.321,4.150,32.532,-9.338
0.152,1.029,-0.339,3.296,26.123,-7.874
0.145,1.047,-0.365,2.930,18.066,-2.258
0.121,1.058,-0.400,3.784,16.357,0.732
0.113,1.046,-0.396,9.216,15.442,4.944
0.082,1.010,-0.350,13.489,15.137,5.798
0.073,0.983,-0.321,21.851,13.306,5.188
0.077,0.933,-0.263,24.170,11.597,3.662
0.075,0.925,-0.244,24.109,9.399,1.526
0.072,0.932,-0.233,17.517,4.272,-2.258
0.083,0.966,-0.233,12.390,2.075,-2.869
0.086,0.973,-0.243,2.930,0.122,-1.221
0.074,0.965,-0.249,-0.854,0.366,0.183
0.066,0.954,-0.240,-3.967,1.160,1.404
0.062,0.943,-0.224,-7.324,3.296,2.625
0.072,0.947,-0.175,-7.324,3.845,2.502
0.076,0.962,-0.153,-4.211,2.808,2.197
0.092,0.981,-0.125,-1.648,1.282,2.380
0.094,0.982,-0.128,0.854,-0.610,2.869
0.081,0.986,-0.142,4.395,-3.784,4.272
0.058,0.991,-0.169,6.226,-4.700,4.944
0.062,0.991,-0.171,12.695,-5.310,5.798
0.095,0.993,-0.144,16.785,-5.493,6.409
0.100,0.985,-0.133,20.508,-5.859,7.324
0.093,0.975,-0.120,25.146,-7.019,9.033
0.058,0.959,-0.113,26.001,-7.874,9.521
0.049,0.952,-0.110,26.367,-9.155,9.033
0.058,0.968,-0.098,25.757,-9.766,8.423
0.068,0.971,-0.103,22.034,-10.071,8.789
0.082,0.947,-0.117,19.531,-9.521,9.338
0.072,0.938,-0.117,16.663,-8.423,9.827
0.057,0.930,-0.114,10.559,-5.859,9.888
0.041,0.944,-0.094,8.240,-4.578,9.216
0.047,0.964,-0.081,7.385,-2.258,7.812
0.062,0.993,-0.065,9.460,-1.221,7.568
0.070,0.992,-0.054,12.207,-0.305,7.874
0.072,0.983,-0.042,14.282,0.366,9.338
0.046,0.959,-0.031,12.146,0.061,10.010
0.037,0.958,-0.037,5.249,-0.610,10.254
0.034,0.978,-0.055,3.052,-0.488,9.949
0.037,0.988,-0.055,2.258,-0.061,9.644
0.045,0.988,-0.050,2.197,0.549,9.216
0.052,0.971,-0.036,0.977,0.427,8.850
0.049,0.960,-0.035,-6.531,-0.427,7.568
0.022,0.982,-0.054,-11.475,-0.854,6.775
0.013,0.992,-0.078,-14.893,0.061,4.517
0.026,1.022,-0.096,-11.841,1.587,2.930
0.030,1.024,-0.092,-6.836,3.235,1.526
0.038,1.019,-0.079,2.014,5.615,-0.244
0.057,0.995,-0.054,3.113,5.981,-0.427
0.053,0.981,-0.056,-1.892,5.920,-0.183
0.040,0.972,-0.065,-6.165,5.981,0.000
0.032,0.971,-0.071,-10.193,6.104,0.183
0.026,0.974,-0.075,-14.343,6.836,0.183
0.023,0.992,-0.076,-14.160,7.202,0.122
0.019,0.994,-0.079,-10.620,8.118,0.061
-0.680,1.721,-0.462,83.435,21.240,120.605
-0.899,1.739,-0.516,48.035,-50.171,155.579
-1.411,1.677,-0.463,35.095,-88.440,169.189
-1.590,1.574,-0.354,16.968,-174.072,187.378
-1.422,1.212,-0.009,6.104,-222.351,191.589
-1.123,1.103,0.293,-21.423,-276.123,193.787
-1.006,1.095,0.469,-143.555,-401.794,204.834
-1.500,1.330,0.479,-201.355,-464.783,214.600
-1.826,1.524,0.516,-226.685,-577.576,237.671
-2.035,1.765,0.655,-196.106,-627.686,248.474
-1.937,1.715,0.722,-154.724,-673.950,256.653
-1.854,1.538,0.734,-106.201,-754.333,260.010
-1.789,1.113,0.660,-114.075,-787.048,254.639
-1.845,1.100,0.663,-182.190,-843.140,247.437
-2.284,1.452,0.461,-219.788,-869.080,255.615
